record_id,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99
116,-0.07785283,0.13753083,0.2814662,-0.3086466,-0.061088324,0.0055280826,-0.24637651,0.17122833,0.13556683,0.123850845,0.22190975,0.10326335,0.12004826,0.3397024,0.30318424,-0.20031333,0.13824399,0.12566026,-0.1696855,0.29745707,0.048866466,0.04198258,-0.095440246,-0.004321069,-0.029383337,-0.12866284,-0.06941533,-0.41844022,-0.11748249,-0.382046,0.15570702,0.3573581,-0.050032776,-0.013331081,0.052881747,0.25880817,-0.09521726,-0.08018475,0.014465083,0.04130883,-0.096888505,-0.13934599,0.29976618,-0.1667329,-0.039692428,-0.34309018,0.16227917,-0.57363224,-0.24955767,-0.8359721,0.22885166,0.007806664,0.040350255,0.7916891,-0.015968328,-1.8912826,0.4144702,-0.25378725,1.7428502,0.49764583,-0.13836558,0.08535075,-0.41792443,0.15995125,0.6289428,-0.24881293,0.36161134,0.10701425,0.23999493,-0.29915345,-0.23759669,-0.16840442,0.05483982,-0.31814057,0.4309617,0.46016335,-0.0863655,-0.08297969,-0.8976491,-0.082859665,0.6285859,-0.014812197,-0.14330907,0.024590336,-1.3668126,-0.23998226,0.18079834,-0.1943055,-0.298503,-0.31226632,-0.16054524,-0.3000193,-0.17948274,0.001258002,-0.2845033,-0.051197097,-0.020715,-0.33097407,0.45272824,0.113392174
117,-0.049199726,0.17818107,0.3651041,-0.284899,-0.08595171,0.09605603,-0.29284713,0.18795216,0.07974121,-0.01977602,0.13632186,0.15952112,0.27603632,0.00851053,-0.017339563,-0.3249917,0.17865047,0.21741787,-0.4379884,0.2759569,0.17593654,-0.018273015,0.13353224,-0.045219623,0.096931234,-0.0074261753,-0.13030022,-0.47458294,0.023357471,-0.29949498,0.14129306,0.4059541,-0.13502738,0.06939635,0.06364781,0.250057,-0.052075732,0.20898467,-0.09388154,-0.1902303,-0.26097888,-0.17592254,0.07501447,-0.37521943,-0.14861213,-0.11607246,0.117644615,-0.3389945,-0.040481932,-0.8152777,0.121291414,0.02395297,-0.009074605,1.0304539,-0.10111027,-1.9641267,0.018624222,-0.30873922,1.5871431,0.36761284,-0.12643781,0.6266798,-0.21004125,0.09977386,0.8128495,-0.0023275304,0.44402692,0.263736,0.15626971,-0.28516045,-0.050846197,-0.30680558,-0.029608257,-0.41702694,0.17206608,0.0340531,-0.14987852,-0.07291834,-0.89361554,0.06120189,0.76966554,0.041746944,-0.43576196,0.011406224,-1.3756068,-0.25148162,0.03599582,0.038438834,-0.25057027,-0.33181685,-0.18874668,-0.11522035,-0.030416938,-0.12156796,-0.43880218,0.011836288,-0.1001301,-0.26003575,0.5579079,0.19361173
118,-0.26079533,0.21691369,0.8984266,-0.44123998,-0.24518669,0.18200667,-0.088463336,0.4993933,0.28577867,-0.22639632,0.3425933,0.2537333,0.44870338,0.061844002,-0.14555633,-0.40102002,-0.08511666,0.20517033,0.107706666,0.48581335,0.18081999,0.22597633,0.14142668,-0.041280665,0.18232334,0.31579265,-0.134309,-0.46417332,-0.21246634,-0.279062,-0.5375367,0.80224997,0.17168666,0.07556001,0.24224,0.55598664,0.0737411,0.17745666,-0.030163338,-0.5896367,-0.22099666,0.3256389,0.17418666,-0.46683,-0.34338665,-0.049653932,0.60174,-0.23555166,-0.20238334,-0.67021996,-0.14802267,-0.25877002,0.41742668,0.96158004,-0.8024067,-2.3305366,0.08401667,-0.06270667,1.2472234,0.35404468,0.03727333,0.51308995,-0.35096702,0.036751937,0.7625,0.01146999,0.53671664,0.43583333,-0.026973328,-0.18251334,0.182917,-0.62843996,0.16973335,-0.17290334,0.71107334,-0.16843666,-0.0054326677,0.09186,-0.7995317,-0.056255996,0.06804666,-0.234865,-0.7666333,0.27735433,-1.0783033,-0.20632334,0.28496566,-0.29499,-0.15135667,-0.27080533,-0.10777667,-0.19036333,-0.277408,0.019310663,-0.09700706,0.16340934,0.09891366,-0.5780824,0.27659667,0.40782332
119,-0.11596162,0.2465023,0.36209965,-0.082203075,0.05797819,0.29954678,-0.028735062,0.18857737,-0.058412425,0.09229921,-0.04863051,0.040213186,0.24718241,-0.052772857,0.12624271,-0.025058653,0.26361772,0.22910134,-0.30100587,0.24673642,0.29952905,-0.15783708,0.10061085,-0.08544256,0.2706279,-0.19435464,-0.14292546,-0.41151285,-0.02307029,-0.2181234,-0.17289163,0.46096689,-0.11159798,-0.1445396,0.11906362,0.3834162,-0.060647003,0.13136849,-0.025399506,-0.14249058,-0.2847236,-0.07181615,0.30363125,-0.37768486,-0.058155984,-0.030347997,0.23547398,-0.25644013,-0.27614126,-0.75861007,0.18866348,-0.103322074,0.24710342,0.9744492,-0.22985986,-2.5626392,0.010026074,-0.23145068,1.7758492,0.34560648,-0.233525,0.5794186,-0.24256422,0.08986262,0.9774936,-0.02190807,0.38888213,0.27366766,0.061347146,-0.28746682,-0.16584851,-0.20372571,0.03282721,-0.2731368,0.31180406,0.16555414,-0.19448356,-0.09750444,-0.8456893,-0.0185875,0.4714524,0.013900148,-0.33762637,0.029720953,-1.3278221,-0.08972501,0.27676776,-0.19777627,0.041502573,-0.34908032,-0.04765892,-0.11931764,-0.07356221,-0.11805914,-0.3666858,-0.16376328,-0.13644995,-0.5289825,0.5116417,0.26516268
120,-0.121733055,0.13343588,0.3001334,-0.20310634,0.111061245,0.17383051,-0.1823885,0.18984267,-0.028131688,-0.03502424,0.12532339,-0.018671783,0.19673902,-0.09482069,0.16719843,-0.31654534,0.2795258,0.16434024,-0.27654082,0.18218586,0.17691961,-0.09750518,0.21487264,0.02522442,0.16707315,-0.20954,-0.05487083,-0.3185538,-0.042699683,-0.05820441,-0.03959155,0.4238722,-0.14737786,-0.047781557,0.18097936,0.23084131,-0.07156462,0.18394595,-0.06953161,-0.20346521,-0.23752522,-0.1906617,-0.005457655,-0.27168542,-0.050605882,0.04953662,0.25846818,-0.20527603,-0.102161594,-0.58018154,-0.016411912,-0.029540636,0.16571212,0.9330461,-0.22062686,-2.098411,-0.03461646,-0.26091102,1.4800926,0.44119203,-0.2232629,0.6595122,-0.15656151,0.16872251,0.6087732,0.00013739044,0.32140887,0.112393655,0.24628039,-0.26314744,-0.13240309,-0.2628032,-0.08554864,-0.21475933,0.07083706,0.06048703,-0.104186736,-0.009740004,-0.7635081,-0.036966376,0.5715335,0.03412456,-0.5237412,0.07235885,-1.3000425,-0.07945421,0.111737676,-0.10524647,-0.16184646,-0.26030895,-0.109207325,0.021866819,-0.06563408,0.031599887,-0.36571917,-0.1345638,-0.2096076,-0.18880655,0.5411372,0.12617518
121,-0.09739333,0.190767,0.4987743,-0.3526914,0.057978332,0.2822493,-0.05244967,0.21475585,0.28175873,-0.2302171,0.29660732,0.12077149,0.20217599,0.07105725,0.046130925,-0.42022076,0.012672566,0.3748146,-0.2695515,0.5264216,0.018017346,0.21882583,0.04713759,-0.19959049,0.18097335,0.25038335,-0.25773183,-0.47995165,0.042798128,-0.23463976,-0.14994583,0.4567591,-0.16165099,0.03436749,0.1182453,0.25404584,-0.07120033,0.04680716,0.08614913,-0.40685666,-0.15977032,-0.03800999,0.078301914,-0.301438,-0.16318832,0.07599742,0.09983942,0.009204254,0.20786309,-0.82317495,0.1753804,-0.11626122,0.13600318,0.95731,-0.09032243,-1.8836881,0.030838916,0.12398583,1.2154392,0.39411414,-0.1267875,0.81993985,-0.20708765,-0.054954085,0.64491755,0.035994414,0.53222674,0.006113162,-0.01105583,-0.13004182,-0.04902059,-0.30315533,-0.06498683,-0.19593066,0.34136763,0.020394916,-0.07660609,0.05043667,-0.65141386,-0.08720567,0.3727057,0.004043035,-0.53711206,0.02985167,-1.1952482,-0.25975314,0.13936841,-0.114954285,-0.4308144,-0.2287225,0.048923086,0.01574402,0.07616349,0.11040466,-0.3497673,-0.050229996,-0.024394302,-0.10231849,0.26143017,0.34118924
122,0.20266001,0.16011333,0.27656665,-0.3346993,0.088888995,-0.067980014,-0.013953328,-0.056191336,0.26911667,0.29977334,0.05699633,-0.123029985,0.03130733,0.38307762,0.12326,0.3966,0.5023733,0.32283732,0.10126666,0.022113001,0.093797326,-0.24518101,-0.029067,0.031105002,-0.20380966,0.046911,0.20772667,-0.15584667,-0.074820004,-0.37683332,0.16579,0.50927335,-0.10516933,-0.13788667,0.36415634,0.11796,-0.16790666,-0.30906835,-0.26806065,-0.070553,0.07092666,-0.21366699,-0.030088998,-0.48940933,-0.10045334,-0.04503767,-0.42471334,-0.212254,-0.351401,-0.6847933,0.41818333,0.501605,0.09021133,0.41534337,-0.036569,-1.4835666,-0.279703,0.04779899,1.6536533,-0.17969434,0.13279334,0.58429664,-0.16088666,-0.083632,0.38874102,-0.130274,0.27476,0.13303335,0.36742464,-0.38709334,0.0862,0.022041658,-0.070327334,-0.33922157,0.28477898,0.69380164,-0.07129666,0.20584667,-0.67540663,-0.023466667,0.95061994,0.005601667,-0.62467337,-0.18772334,-1.0516534,-0.36321664,0.5484767,-0.04507333,-0.10516566,-0.35208333,0.11446333,0.3506303,0.08093002,-0.80292004,-0.04481933,-0.37750998,-0.24742001,0.011140008,0.48865998,-0.12726067
123,-0.25849625,0.19098644,0.38487762,-0.35702962,-0.15551798,0.21550557,-0.260298,0.23319605,0.0043275044,0.045575947,0.1153427,-0.099603906,0.21614793,-0.04758609,0.18206199,-0.25220722,0.19102183,0.17476766,-0.41154212,0.3047097,0.2686615,0.028027305,0.19966087,0.011524045,0.23891239,-0.037306897,-0.16733989,-0.6240735,0.21137318,-0.12979636,-0.12546416,0.57022804,-0.11559842,-0.0046562674,-0.047817808,0.41214338,-0.043857396,0.14623164,0.12785134,-0.18472095,-0.26349908,-0.37659222,-0.010732402,-0.6067321,-0.27627996,0.17770098,0.139458,-0.32089293,0.026021395,-0.86757344,-0.008022699,-0.020730669,0.08725921,1.0385135,-0.12812433,-2.3347578,0.071889296,-0.02542055,1.5958793,0.3568557,-0.16733952,0.846821,-0.2761107,0.17075048,0.829316,-0.03824415,0.4764545,0.31062412,0.1193274,-0.399453,-0.066071555,-0.31898513,-0.032383747,-0.44210404,0.15803353,0.14967151,-0.1450839,0.04682556,-0.50908864,-0.06952393,0.4949255,-0.06290694,-0.48392805,0.14604326,-1.4370378,-0.048624754,0.15137888,-0.021711601,-0.23374951,-0.26357767,-0.1502178,0.036602642,-0.06820625,-0.11867859,-0.5881351,-0.2722492,-0.3011823,-0.36110482,0.6103295,0.34405562
124,-0.10076632,-0.159647,0.19349998,-0.2790619,-0.005773008,-0.24383666,-0.09970134,-0.17175667,0.07613001,-0.32146034,0.19829671,-0.7026866,-0.18191667,0.21005966,-0.14659666,-0.25791734,0.32053933,-0.07038467,-0.28015,0.40116334,0.24367534,0.18279,0.053663332,-0.017310014,-0.3121133,0.14431667,-0.004353327,-0.17678332,-0.19182001,-0.36571002,-0.04381333,0.64604336,0.18602999,-0.19466333,0.15437333,0.029523328,-0.07281966,0.17501666,0.052223403,0.20038001,-0.134524,-0.5365933,-0.18170667,-0.28797,-0.11583,-0.16216335,-0.460418,-0.37281668,0.27997634,-0.8168734,0.41163,0.11068401,0.118669994,0.023529997,-0.30974868,-1.8818666,0.01335,0.38430667,1.7817334,0.14495967,-0.63862664,0.12250332,-0.51550967,-0.5478413,0.17801334,0.053481,0.7753,0.43002,0.9007667,-0.07664666,0.23777501,0.25432333,0.30228332,-0.86263996,0.2711067,0.17678666,-0.052019995,-0.167695,-0.79367,-0.33776334,0.50688,-0.14418167,-0.51869994,-0.27025867,-1.23934,-0.039203335,0.074053325,-0.44367698,-0.14055334,-0.7510667,0.0067970157,0.281946,0.28798732,0.3071,-0.13731234,0.24463333,-0.08713346,-0.60404664,0.37354365,0.27246267
125,-0.2197916,0.00457986,0.10479957,0.11073543,-0.13603386,-0.19235002,-0.13528144,0.20393059,0.07151216,0.15945792,0.0051785707,-0.13406284,0.008513416,0.2703188,0.14080514,-0.3200586,-0.05601928,-0.22384699,-0.17035,0.091665454,0.27777442,0.054327,0.3457816,-0.037959993,0.18763356,-0.13327815,-0.34709287,-0.27384716,-0.29809144,0.043231424,0.061505284,-0.06565564,-0.10192486,-0.013318555,0.01842023,0.26793385,0.013480425,0.039598566,-0.051694274,-0.48537287,-0.20386258,-0.06074,-0.11536457,-0.394097,0.3105615,-0.06611015,0.34399,-0.21720715,-0.05639986,-0.6149314,0.13694414,0.055721164,0.06675189,0.7613257,-0.44494858,-1.589013,-0.04160285,-0.32318562,1.3603872,0.22888085,-0.111618,0.29542026,0.047109995,-0.30857727,0.095214285,0.078541435,0.20373341,-0.07429472,0.31739828,-0.2959817,0.08345856,-0.43456432,0.19186684,-0.14084658,0.06389628,0.13124315,-0.07770671,0.10267568,-0.5460623,-0.06420001,0.64182854,0.28055757,-0.3230583,0.11605855,-0.64776427,-0.203236,0.026108852,-0.11493715,-0.070070006,-0.30245426,-0.32448572,0.18911429,-0.015531853,0.19631283,-0.6727228,0.07417436,0.09630928,-0.17094041,0.6142007,-0.051608283
126,-0.22387885,0.41841018,0.36886278,-0.31208545,-0.021989772,0.07485843,-0.048540227,0.25003025,0.16295426,-0.059992854,0.286461,0.054265387,0.32415614,-0.025365386,0.009148767,-0.3322023,0.22851023,0.4578377,-0.33977336,0.24717022,0.22357577,-0.05487861,0.18201819,0.017684577,0.104480825,-0.20511808,-0.13012812,-0.5828054,-0.124294564,-0.28501475,0.21289669,0.5864707,-0.3675101,-0.10734916,0.10779151,0.54110485,0.021122307,0.121739835,-0.14552623,-0.30742377,-0.043789223,-0.4740343,0.17628554,-0.7177293,-0.22388938,0.17273416,-0.09068215,-0.3459063,-0.10761377,-0.93188083,0.22884032,0.16646482,-0.00037823504,0.8743538,-0.0154563105,-1.8852831,-0.14173506,-0.14259838,1.7188925,0.33284304,-0.07723052,0.68735325,-0.15649153,0.15123746,0.76257455,0.008836462,0.41012847,0.26533937,0.059087727,-0.40693012,-0.0988917,-0.3046309,-0.025165072,-0.22925177,0.14782438,0.3163677,-0.24399392,0.034728386,-0.6720539,0.019544743,0.59530663,-0.13900807,-0.39974007,0.0047468496,-1.228552,-0.13399023,0.17414199,-0.07956828,-0.07554223,-0.17261516,-0.3170521,0.058710158,0.1712098,-0.49863523,-0.7857245,-0.20091838,0.0056606876,-0.23837996,0.7279854,0.2680174
127,-0.20218104,0.21713433,0.349306,-0.377992,-0.093163,0.27577275,-0.1909237,0.21966346,0.14463842,-0.039506074,0.1554093,0.05355368,0.22885558,0.081658095,0.134052,-0.30324924,0.12327952,0.17486614,-0.46473658,0.18876445,0.23917219,-0.120350204,0.17849132,0.061197385,0.14118776,-0.0149068935,-0.25572646,-0.35317588,0.21382006,-0.30466002,0.0119243115,0.51524186,-0.2064242,0.08413539,0.019640021,0.33200967,-0.0064453315,0.0073326584,-0.15352857,-0.28990856,-0.39329198,-0.2451698,-0.04234086,-0.43126166,-0.21544796,-0.01825163,0.048261,-0.39135933,0.070381396,-0.79794323,0.14657277,0.11593648,0.1642565,1.0152882,-0.14124672,-1.9994882,-0.0009837388,-0.17492935,1.5243727,0.40033633,-0.14777297,0.69264805,-0.28740686,-0.014447548,0.6422354,-0.0734169,0.4868297,0.438259,0.102285236,-0.28284505,-0.025879549,-0.39705172,-0.028823022,-0.48349825,0.13483801,0.21416739,-0.13544391,0.10063798,-0.7072211,-0.09251943,0.5865655,-0.061014194,-0.64662147,-0.00029659137,-1.2973707,-0.33502394,0.28689748,-0.01455009,-0.24402311,-0.34284458,-0.14649414,-0.14655584,0.011278364,-0.2083077,-0.5805978,-0.08580458,-0.07163206,-0.18504693,0.39018923,0.19036752
128,-0.101985164,0.12886485,0.3339802,-0.2876798,-0.18500905,0.17023487,-0.14812155,0.24488766,0.014805035,0.04811586,0.15672281,0.07461879,0.16695422,0.1068964,0.10227911,-0.29558375,0.27909,0.14368954,-0.49345797,0.1418202,0.26365912,0.07522102,0.025579002,-0.016379803,0.14772855,-0.10735843,-0.09921424,-0.54870635,0.20811489,-0.26984754,-0.023959037,0.5463396,0.042390976,0.11231481,-0.045782436,0.3932933,-0.16369286,0.27714422,0.015765168,-0.19606288,-0.324753,-0.24825746,0.16061406,-0.4458303,-0.17002025,0.030918833,0.09181959,-0.46352616,0.02493614,-0.8518086,0.020248452,-0.0018726962,0.18717317,1.0014194,-0.23026036,-2.3698478,-0.060832903,-0.14882198,1.6980271,0.44164753,-0.098317266,0.801809,-0.3593536,0.11306936,0.6117962,-0.056139145,0.34890184,0.37621814,0.10330801,-0.30800697,-0.005033217,-0.3195985,-0.024193497,-0.4994308,0.24517041,0.26560453,-0.22048849,0.009644596,-0.9257596,-0.022750864,0.63667136,-0.016573835,-0.34408918,-0.015306635,-1.4002289,-0.18569152,0.14157446,-0.09878531,-0.31067306,-0.3988099,-0.09981353,-0.08598867,-0.0352173,-0.0863544,-0.6086571,-0.106487624,-0.0743867,-0.16080429,0.4518771,0.15677997
129,0.15720825,0.101795,0.449742,-0.3799525,-0.19624498,-0.13602749,-0.2039325,0.1911295,0.38730875,-0.0933425,0.21107098,-0.00040873885,0.45463002,0.27015418,0.11887725,-0.36408284,0.00041998923,0.37312526,-0.35884976,0.22798252,0.2766575,0.2976765,0.19225448,-0.178155,0.04707095,0.240179,-0.3232363,-0.851805,0.1911375,-0.16772225,0.19244224,0.47008252,0.06496,-0.080424756,0.17074001,0.345155,-0.12031251,0.19893874,-0.2188175,-0.16583501,-0.1525175,-0.3052875,0.4169425,-0.4660475,-0.18408999,-0.0739047,-0.026077494,-0.28635126,0.114912495,-1.1611525,0.25323623,0.18688,0.011260502,0.90040004,-0.232345,-1.99127,-0.016602427,0.12770003,1.8643,0.19731349,0.1305545,0.72662747,-0.602775,0.10650178,0.61107755,0.14709425,0.6567975,0.15153751,0.093529746,-0.3966875,-0.18940249,-0.2884775,0.22204876,-0.354575,0.2781276,0.5061125,-0.291605,0.09058075,-0.67803,0.0147855,0.5461525,0.26323,-0.62440246,0.09726,-1.6472875,-0.368035,0.07211901,-0.32182363,-0.5970025,-0.4854115,-0.2348915,-0.108094744,0.29504076,-0.350605,-0.6304325,-0.249758,-0.049194995,-0.07677226,0.6707858,0.465844
130,-0.29123,-0.11534,-0.83432,-0.91208,1.0717,0.49295,0.36478,0.028173,0.18521,-0.27649,0.063066,-0.57358,-0.46828,-0.45564,0.46361,0.19678,0.35078,0.053299,0.3297,0.22329,0.60674,0.38377,-0.12194,0.3145,-0.72942,-0.016104,0.17091,0.38763,-0.86203,-0.57652,1.3098,0.83055,0.42138,-0.052231,0.26878,0.6072,-0.70298,-0.61741,-0.55055,0.66131,0.25594,-0.24699,-0.95088,0.20893,-0.96862,-0.35696,0.011043,-0.57781,-0.3245,-0.95367,0.57902,0.67,0.10321,0.64514,0.22175,-1.447,-0.14852,0.21518,1.3093,-0.37754,-0.23299,0.47722,0.5102,-0.058594,0.87515,0.51528,0.79659,0.023915,-0.31141,-0.24167,0.37142,-0.33113,0.07351,-0.063344,-0.37873,0.46965,0.33765,0.36655,-0.90912,-0.34044,0.019099,-1.1016,-0.2209,0.13313,-1.2662,-0.98182,-0.49258,0.06205,-0.21732,-0.51924,-0.046099,0.62193,0.60864,-0.5692,-0.17818,-0.25416,-0.64505,0.60643,1.1896,0.76943
131,-0.17116334,0.30691668,0.47981,-0.23499799,-0.24526666,0.36150333,-0.24501467,0.284534,-0.20123,-0.23037969,0.25740567,0.053506657,0.49894,0.044196665,0.05315667,-0.28572667,-0.09114134,0.13144003,-0.249,0.44811407,0.172036,0.12677667,0.08996666,-0.38641334,0.29123166,0.14660001,-0.266297,-0.47243667,0.03583334,-0.23262835,-0.31256998,0.70654327,0.11098367,-0.09468467,0.27275732,0.17503633,0.15062702,0.18077433,-0.090396665,-0.45179334,0.11311033,-0.34424332,0.24700665,-0.35643998,-0.36685035,-0.024761667,-0.14771433,-0.14434867,-0.0030609984,-0.9699567,0.100317664,-0.12523335,0.17201734,0.9866533,-0.18057,-2.4759,0.15098,0.40424037,1.15138,0.3676777,-0.054131,0.9097867,-0.507361,-0.25063,0.4652883,0.081229,0.89184666,0.425429,-0.002759998,-0.19305335,0.07877001,-0.19756168,0.025376668,-0.43323997,0.41875997,0.5713467,-0.13354833,-0.23762132,-0.5146343,-0.008203338,0.701274,0.016604133,-0.31952998,0.44473997,-1.2432,-0.12830733,-0.15309668,-0.06190333,-0.7506933,-0.40398332,-0.07886001,-0.22023767,-0.062096674,-0.04660517,-0.69273335,-0.36135665,-0.39566135,-0.043610007,0.33451998,0.364392
132,-0.15207934,0.14568006,0.23683637,-0.22516464,0.09174219,0.25758582,-0.15614212,0.19429064,0.013278091,-0.0058756783,-0.013325461,-0.19963633,0.18738183,0.11670275,0.13851422,-0.22460537,0.22502643,-0.005164589,-0.3779231,0.20326343,0.13717382,-0.010736548,0.32169744,0.13356659,0.054682434,0.12568995,-0.1169121,-0.28246176,0.048364174,-0.08386791,0.032355092,0.6110353,-0.116961114,-0.002348735,0.14562662,0.28295884,-0.15610118,0.19321118,-0.065300174,-0.06573309,-0.3950862,-0.12380569,0.024653679,-0.37348506,-0.12015087,0.083316214,0.09411024,-0.3687217,-0.079756774,-0.8293432,0.062176343,0.20256448,0.05959432,0.9311318,-0.2097508,-2.1137676,-0.10026491,-0.24291772,1.7186333,0.2548944,-0.2352249,0.44912624,-0.19812092,-0.022414662,0.7048032,0.1661538,0.3466996,0.32827953,0.3175211,-0.26361808,-0.0105171865,-0.2825261,-0.038526036,-0.56578696,0.19932407,0.16274768,-0.03168285,0.15520324,-0.81282103,-0.09541027,0.6164836,-0.12675895,-0.50502807,0.08352272,-1.3544993,-0.09455908,0.1829628,-0.05409257,-0.25477555,-0.2926822,-0.05470327,0.03885007,0.06964136,-0.12727648,-0.3852084,-0.05465941,-0.1733273,-0.2353618,0.5427746,0.24953026
133,-0.076147914,0.19591367,0.49765357,-0.40514782,-0.3331685,0.10454291,-0.25538582,0.3566937,-0.13036908,-0.027925625,0.23754467,0.18818915,0.11492333,0.010723249,0.08813467,-0.24191199,0.14070791,0.24999325,-0.2965425,0.38679084,0.1662444,0.1552267,-0.15168199,-0.017609911,0.34020784,0.054887813,-0.18562625,-0.5456882,0.37975928,-0.40444586,0.077246495,0.47510195,0.17496753,0.18142895,-0.053941995,0.2660605,-0.17585619,0.18648417,-0.03416583,-0.21823959,-0.31568584,-0.23885141,-0.0070701092,-0.48949388,-0.24497825,0.07352876,-0.08704141,-0.45518497,0.11178335,-0.9093592,0.09165108,-0.04105458,0.14384858,0.9271142,-0.19284733,-2.1885557,0.096496664,0.026566586,1.6937466,0.43717954,-0.03170917,0.8358591,-0.4757147,0.16125454,0.78986925,0.029546589,0.33319542,0.45713696,-0.04582575,-0.18744417,0.121928126,-0.22831674,-0.04470329,-0.3544934,0.0047645774,0.13148224,-0.25998202,-0.229236,-0.56032413,-0.12580384,0.437641,0.02043133,-0.40513718,-0.073003165,-1.3355241,-0.27200916,0.1878949,-0.19937734,-0.30773035,-0.37334654,-0.30369374,-0.005354582,-0.1561455,-0.17544234,-0.32799366,-0.115272336,0.0020549793,0.0441355,0.3641201,0.29894385
134,-0.05288867,0.20106266,0.32317352,-0.18131247,-0.08246234,0.29540327,0.002319033,0.25934327,0.046539403,-0.04284017,0.28145853,0.04386064,0.30277377,0.06386309,0.11743935,-0.33645523,0.14396401,0.15478571,-0.5030492,0.12488128,0.28538567,0.04705584,0.2572277,0.019493861,0.24085309,-0.12333014,-0.132822,-0.478605,0.1962257,-0.17368838,-0.029925296,0.6647221,0.020545496,0.08128228,0.07017203,0.3108195,-0.11939912,0.20928033,-0.011936371,-0.24546602,-0.48323444,-0.26660934,0.23847133,-0.28908333,-0.12817645,0.07634865,0.23511514,-0.45717803,0.052255806,-0.7424815,0.003318727,-0.041911766,0.20714502,1.1645913,-0.32563564,-2.514236,-0.09893341,-0.1056304,1.5761164,0.75295734,-0.110487394,0.78401935,-0.28037068,0.21950872,0.78136677,-0.13547707,0.44097728,0.4312576,0.06297714,-0.010431848,0.011930962,-0.28164706,0.04970697,-0.39007112,0.18036124,0.19756292,-0.14976314,-0.17206772,-0.8631829,-0.057832118,0.5558984,-0.09486072,-0.5419945,0.16235632,-1.4171774,-0.22184464,0.0575216,-0.29894418,-0.27070004,-0.28994215,-0.12276246,-0.19906804,-0.12508896,0.16721755,-0.6006733,0.033112496,-0.30453974,-0.12625012,0.34751734,0.24516186
135,-0.15140624,0.26727825,0.38220304,-0.31488952,-0.24383394,0.27998248,-0.24034375,0.17746463,0.06728014,-0.07690897,0.13448775,0.053324543,0.30610457,0.08673961,0.08631,-0.24890962,0.11037161,0.2623967,-0.4616397,0.3049712,0.21482353,0.033388447,0.123164415,-0.24698444,0.14874384,0.08985837,-0.20455842,-0.51292735,0.19553335,-0.20927271,0.0048720366,0.59520733,0.008893842,0.04027681,0.15085904,0.3275674,-0.062268924,0.12713291,0.27206334,-0.29554152,-0.37911588,-0.16953711,0.07409191,-0.5682283,-0.34804362,0.0070569688,0.069120616,-0.2574795,-0.039119933,-0.8265213,0.11757951,0.017826362,0.106333196,1.0132568,-0.17029847,-2.2072408,0.10276288,-0.095720746,1.5989716,0.42413345,-0.11800373,0.8155465,-0.33760437,0.016163483,0.8256472,0.02622387,0.50965333,0.39671564,-0.040805675,-0.24411039,-0.006026371,-0.31484184,-0.048690002,-0.46734133,0.13433771,0.19513124,-0.09513687,-0.009947752,-0.6830198,0.0011921031,0.5325196,-0.001240479,-0.5802172,0.015724057,-1.499145,-0.21464376,0.16469462,-0.008288015,-0.30624333,-0.42877895,-0.124444775,-0.084131375,0.00853377,-0.13123398,-0.41100582,-0.12690979,-0.17961168,-0.33201137,0.41613278,0.29216358
136,0.018925335,0.19488168,0.520336,-0.5102273,-0.46807912,0.39072433,-0.033528168,0.16833884,0.100799166,-0.14971381,0.36516166,0.18703717,0.21891482,0.115497,0.07208551,-0.250615,-0.14155382,0.43236664,-0.396675,0.4832298,0.26201668,0.15619333,-0.12022551,-0.28447297,0.18056034,0.21399051,-0.35552585,-0.5656383,0.32075417,-0.31938997,0.14949216,0.49279165,0.26282167,0.14826533,-0.04914316,0.38105,-0.33638433,0.25950333,0.08946166,-0.35637832,-0.26874998,-0.18355982,0.23863965,-0.577632,-0.40636477,-0.18038867,0.092578165,-0.271665,0.11570499,-0.9724784,0.1346045,0.12996684,0.104722,1.0053667,-0.10507667,-2.3751333,0.07407918,0.2819405,1.442925,0.44927868,0.14900167,1.1490916,-0.62581503,-0.04448865,0.7167017,-0.101399995,0.70095897,0.41983834,-0.19513302,-0.16235334,0.13384116,0.039650008,0.19206865,-0.5357366,0.09889499,0.535333,-0.25873134,-0.25917584,-0.6024688,-0.024537498,0.42339715,0.017119326,-0.48173666,-0.18180619,-1.5596833,-0.30592483,0.028898323,-0.056384336,-0.58950466,-0.17575599,-0.080650024,-0.31746766,0.23544294,-0.04094667,-0.52663165,-0.17565334,-0.36197832,-0.156456,0.17438366,0.5874134
